"FIPS Code","County","State","Mask Usage","Infection Proportion","Death Proportion"
1001,"Autauga","AL",0.75075,0.19096457785176,0.00284594318853031
1003,"Baldwin","AL",0.742,0.172491645537866,0.00265192578191494
1005,"Barbour","AL",0.732,0.150814226687191,0.00328121202300899
1007,"Bibb","AL",0.837,0.19634723586675,0.00424220773421452
1009,"Blount","AL",0.723,0.189516826341092,0.00337218552208349
1011,"Bullock","AL",0.7965,0.152658152658153,0.00455400455400455
1013,"Butler","AL",0.6955,0.179504319210202,0.00524475524475524
1015,"Calhoun","AL",0.65925,0.200721799216584,0.00462127547203028
1017,"Chambers","AL",0.74625,0.176339688458531,0.00436037769892344
1019,"Cherokee","AL",0.72575,0.124675522980608,0.00244312108718888
1021,"Chilton","AL",0.81,0.162420095435311,0.0038714324299991
1023,"Choctaw","AL",0.80475,0.0761776153785051,0.0023830328064183
1025,"Clarke","AL",0.735,0.206502413004826,0.00368300736601473
1027,"Clay","AL",0.59275,0.193124291650926,0.00521344918775973
1029,"Cleburne","AL",0.631,0.172635814889336,0.00402414486921529
1031,"Coffee","AL",0.6905,0.181727866722708,0.00370639257193076
1033,"Colbert","AL",0.72925,0.171340127803624,0.00385583171919408
1035,"Conecuh","AL",0.6855,0.161432004640756,0.00513797961382282
1037,"Coosa","AL",0.6975,0.177154646909875,0.00450154740692113
1039,"Covington","AL",0.60325,0.190342519366245,0.00537126508137871
1041,"Crenshaw","AL",0.713,0.19191112401975,0.00573627650304967
1043,"Cullman","AL",0.67225,0.196578645783593,0.00366488396523732
1045,"Dale","AL",0.71225,0.185735784592858,0.0039249979663223
1047,"Dallas","AL",0.72,0.144020862458329,0.00569953758468653
1051,"Elmore","AL",0.76125,0.199312884039946,0.00364491620386903
1053,"Escambia","AL",0.70125,0.190975350094177,0.00404007315808151
1055,"Etowah","AL",0.70725,0.197764696679313,0.00514334884812454
1057,"Fayette","AL",0.69125,0.206293706293706,0.00527542632805791
1059,"Franklin","AL",0.73025,0.20540781837893,0.00347554365155283
1061,"Geneva","AL",0.64075,0.179170948955122,0.00521487571847284
1063,"Greene","AL",0.825,0.161878929848354,0.00554802120576994
1065,"Hale","AL",0.8395,0.220462767046618,0.00607467067094396
1067,"Henry","AL",0.7335,0.189247311827957,0.0038360941586748
1069,"Houston","AL",0.72125,0.17013278933152,0.00405168017226724
1071,"Jackson","AL",0.724,0.200712819122148,0.00387401696819432
1073,"Jefferson","AL",0.825,0.178464650084349,0.00306875623507189
1075,"Lamar","AL",0.746,0.185440057950018,0.00398406374501992
1077,"Lauderdale","AL",0.7035,0.16484594894801,0.00336464320762652
1079,"Lawrence","AL",0.67125,0.149222451706961,0.00403960636617665
1081,"Lee","AL",0.78425,0.157552479002322,0.00161660852548286
1083,"Limestone","AL",0.722,0.165970782995501,0.00228478997118738
1085,"Lowndes","AL",0.704,0.18404277195147,0.00699156899033518
1087,"Macon","AL",0.80275,0.13814478636263,0.00376355988487934
1089,"Madison","AL",0.79575,0.145976632368755,0.00202462262911327
1091,"Marengo","AL",0.74825,0.182102528760006,0.00493028680485607
1093,"Marion","AL",0.64725,0.184455888787909,0.00444309805109563
1095,"Marshall","AL",0.74925,0.197067394134788,0.00331700663401327
1097,"Mobile","AL",0.7575,0.181261344110743,0.00336390697224172
1099,"Monroe","AL",0.69525,0.16379684560845,0.003183330921719
1101,"Montgomery","AL",0.75725,0.154406894907411,0.00348365903411248
1103,"Morgan","AL",0.74725,0.191286691900835,0.00350103192707158
1105,"Perry","AL",0.82275,0.159587582651575,0.00459486719713101
1107,"Pickens","AL",0.80125,0.169643753135976,0.00456598093326643
1109,"Pike","AL",0.685,0.156791689315697,0.00335205653198043
1111,"Randolph","AL",0.585,0.150602939882053,0.00294868409470997
1113,"Russell","AL",0.7865,0.124014423491658,0.00113869670985663
1117,"Shelby","AL",0.80275,0.178781086071786,0.00173631845366602
1119,"Sumter","AL",0.78575,0.113623561599742,0.00337973766798101
1121,"Talladega","AL",0.62925,0.18048713396184,0.00380104528745405
1123,"Tallapoosa","AL",0.71975,0.183912601877771,0.00505363291797756
1125,"Tuscaloosa","AL",0.79825,0.174545628239115,0.00309999761171216
1127,"Walker","AL",0.71375,0.19481746194172,0.00609247335526834
1129,"Washington","AL",0.7955,0.157785128016661,0.00312385152517457
1131,"Wilcox","AL",0.71925,0.173238214595585,0.00366335679167068
1133,"Winston","AL",0.62475,0.205340894663337,0.00469761733463117
4001,"Apache","AZ",0.84475,0.22134739243535,0.00742832501008527
4003,"Cochise","AZ",0.80625,0.155159543209288,0.00349422658471117
4005,"Coconino","AZ",0.8395,0.185982324569963,0.00281580194597006
4007,"Gila","AZ",0.8175,0.219186197193528,0.00544263023436632
4009,"Graham","AZ",0.725,0.228338955120117,0.00383654762211293
4011,"Greenlee","AZ",0.7165,0.151505580122131,0.00252684775742262
4012,"La Paz","AZ",0.79675,0.168798559787758,0.0049744172825469
4013,"Maricopa","AZ",0.88825,0.187596507256632,0.00297475327806976
4015,"Mohave","AZ",0.784,0.178262898185983,0.00530207700029692
4017,"Navajo","AZ",0.76275,0.236179726659695,0.00653600663517363
4019,"Pima","AZ",0.89225,0.160367963073832,0.00291421865615562
4021,"Pinal","AZ",0.83975,0.186458623692439,0.00272046224089164
4023,"Santa Cruz","AZ",0.922,0.220826702223752,0.00436577917329778
4025,"Yavapai","AZ",0.82975,0.150234582027146,0.00386220273161519
4027,"Yuma","AZ",0.927,0.204235991898478,0.00446238545842357
5001,"Arkansas","AR",0.80425,0.204678028136795,0.0035456936978154
5003,"Ashley","AR",0.79,0.166963422699293,0.00269624052500382
5005,"Baxter","AR",0.692,0.154750548507107,0.00467423447486407
5007,"Benton","AR",0.813,0.161889511035641,0.0023751437445592
5009,"Boone","AR",0.655,0.181208591579397,0.00355310963881171
5011,"Bradley","AR",0.696,0.190281520022299,0.0039022577348323
5013,"Calhoun","AR",0.64925,0.117749084602043,0.00154172287531316
5015,"Carroll","AR",0.74825,0.159196617336152,0.00278365045806906
5017,"Chicot","AR",0.71875,0.202609211306582,0.00464518679580945
5019,"Clark","AR",0.754,0.153673835125448,0.00291218637992832
5021,"Clay","AR",0.686,0.19916156965157,0.00529173252697409
5023,"Cleburne","AR",0.803,0.166900758457402,0.00397287210562222
5025,"Cleveland","AR",0.73275,0.18552036199095,0.00414781297134238
5027,"Columbia","AR",0.6155,0.147674468175811,0.00319733981327536
5029,"Conway","AR",0.68375,0.162908951357575,0.00230260001918833
5031,"Craighead","AR",0.6755,0.208715513178407,0.00227495196316572
5033,"Crawford","AR",0.63375,0.17862054792355,0.00298781162559084
5035,"Crittenden","AR",0.79675,0.191137524762798,0.00387863622145762
5037,"Cross","AR",0.729,0.188318411596321,0.00426335343199951
5039,"Dallas","AR",0.66625,0.165358824368669,0.00271080039948637
5041,"Desha","AR",0.754,0.174720535164158,0.00308071472581639
5043,"Drew","AR",0.758,0.165486579944015,0.00307371425434985
5045,"Faulkner","AR",0.7735,0.167030403072845,0.00184910362122739
5047,"Franklin","AR",0.6225,0.16144510302004,0.00321761219305673
5049,"Fulton","AR",0.642,0.159733910395127,0.00585076540835137
5051,"Garland","AR",0.813,0.165858370394221,0.00413539130259795
5053,"Grant","AR",0.75675,0.163208321927183,0.00284697508896797
5055,"Greene","AR",0.66875,0.236734693877551,0.00286817429674573
5057,"Hempstead","AR",0.7545,0.145086383057774,0.00204347018391232
5059,"Hot Spring","AR",0.783,0.234698409878298,0.0033460661514317
5061,"Howard","AR",0.75875,0.197621572489017,0.00295409786396001
5063,"Independence","AR",0.65725,0.189477858559154,0.00441506939854594
5065,"Izard","AR",0.69925,0.20632474869763,0.00410888546481767
5067,"Jackson","AR",0.6955,0.279980860099288,0.00281117291704049
5069,"Jefferson","AR",0.80175,0.188659762959416,0.00350173590326829
5071,"Johnson","AR",0.622,0.180713371961773,0.00229513131161111
5073,"Lafayette","AR",0.721,0.132397342995169,0.00422705314009662
5075,"Lawrence","AR",0.669,0.218334755577228,0.00377910520541265
5077,"Lee","AR",0.70975,0.251891159534831,0.00598396748334651
5079,"Lincoln","AR",0.80575,0.290770884520885,0.00445331695331695
5081,"Little River","AR",0.733,0.175381352475732,0.00685210865486581
5083,"Logan","AR",0.67375,0.176977545886518,0.00246902077704277
5085,"Lonoke","AR",0.776,0.174767081804417,0.00242807840783533
